---,SideL_Tag,SideR_Tag,Ground_Tag,Side,BR,BL,B,L,R,OccupiedCells,Exits,RailClassRef,Diff_Base
BP_Straight_R90_Borderless_I_X1_Y1_Z1_Rail,Side,None,GroundLine_R,None,None,None,/Script/Engine.StaticMesh'/Game/Item/Rail/Straight/F/Normal/Straight_F_X1_Y1_Z1/Proxy/SM_Straight_F_X1_Y1_Z1_Proxy_B.SM_Straight_F_X1_Y1_Z1_Proxy_B',/Script/Engine.StaticMesh'/Game/Item/Rail/Straight/R90/Normal/Straight_R90_X1_Y1_Z1/Proxy/SM_Straight_R90_X1_Y1_Z1_Proxy_L.SM_Straight_R90_X1_Y1_Z1_Proxy_L',None,"((X=0,Y=0,Z=0))","((ExitIndex=0,Location=(X=0,Y=1,Z=0),Rotation=(Pitch=0.000000,Yaw=90.000000,Roll=0.000000),DefaultSpin="""",SpinConfig=(S0=(Enable=True,Difficulty=1.000000),S90=(Enable=True,Difficulty=1.500000),S180=(Enable=True,Difficulty=1.500000),S270=(Enable=True,Difficulty=1.500000))))",/Script/Engine.BlueprintGeneratedClass'/Game/Item/Rail/Straight/R90/Borderless_I/Straight_R90_Borderless_I_X1_Y1_Z1/BP_Straight_R90_Borderless_I_X1_Y1_Z1_Rail.BP_Straight_R90_Borderless_I_X1_Y1_Z1_Rail_C',0
BP_Straight_R90_Borderless_O_X1_Y1_Z1_Rail,None,Side,GroundLine_R,None,None,None,/Script/Engine.StaticMesh'/Game/Item/Rail/Straight/F/Normal/Straight_F_X1_Y1_Z1/Proxy/SM_Straight_F_X1_Y1_Z1_Proxy_B.SM_Straight_F_X1_Y1_Z1_Proxy_B',None,/Script/Engine.StaticMesh'/Game/Item/Rail/Straight/R90/Normal/Straight_R90_X1_Y1_Z1/Proxy/SM_Straight_R90_X1_Y1_Z1_Proxy_R.SM_Straight_R90_X1_Y1_Z1_Proxy_R',"((X=0,Y=0,Z=0))","((ExitIndex=0,Location=(X=0,Y=1,Z=0),Rotation=(Pitch=0.000000,Yaw=90.000000,Roll=0.000000),DefaultSpin="""",SpinConfig=(S0=(Enable=True,Difficulty=1.000000),S90=(Enable=True,Difficulty=1.500000),S180=(Enable=True,Difficulty=1.500000),S270=(Enable=True,Difficulty=1.500000))))",/Script/Engine.BlueprintGeneratedClass'/Game/Item/Rail/Straight/R90/Borderless_O/Straight_R90_Borderless_O_X1_Y1_Z1/BP_Straight_R90_Borderless_O_X1_Y1_Z1_Rail.BP_Straight_R90_Borderless_O_X1_Y1_Z1_Rail_C',3
BP_Straight_T_X1_Y1_Z1_Rail,Side,Side,GroundLine_T,/Script/Engine.StaticMesh'/Game/Item/Rail/Straight/T/Normal/Straight_T_X1_Y1_Z1/Proxy/SM_Straight_T_X1_Y1_Z1_Proxy_F.SM_Straight_T_X1_Y1_Z1_Proxy_F',None,None,/Script/Engine.StaticMesh'/Game/Item/Rail/Straight/F/Normal/Straight_F_X1_Y1_Z1/Proxy/SM_Straight_F_X1_Y1_Z1_Proxy_B.SM_Straight_F_X1_Y1_Z1_Proxy_B',/Script/Engine.StaticMesh'/Game/Item/Rail/Straight/L90/Normal/Straight_L90_X1_Y1_Z1/Proxy/SM_Straight_L90_X1_Y1_Z1_Proxy_L.SM_Straight_L90_X1_Y1_Z1_Proxy_L',/Script/Engine.StaticMesh'/Game/Item/Rail/Straight/R90/Normal/Straight_R90_X1_Y1_Z1/Proxy/SM_Straight_R90_X1_Y1_Z1_Proxy_R.SM_Straight_R90_X1_Y1_Z1_Proxy_R',"((X=0,Y=0,Z=0))","((ExitIndex=0,Location=(X=0,Y=1,Z=0),Rotation=(Pitch=0.000000,Yaw=90.000000,Roll=0.000000),DefaultSpin="""",SpinConfig=(S0=(Enable=True,Difficulty=1.000000),S90=(Enable=True,Difficulty=1.500000),S180=(Enable=True,Difficulty=1.500000),S270=(Enable=True,Difficulty=1.500000))),(ExitIndex=1,Location=(X=0,Y=-1,Z=0),Rotation=(Pitch=0.000000,Yaw=-90.000000,Roll=0.000000),DefaultSpin="""",SpinConfig=(S0=(Enable=True,Difficulty=1.000000),S90=(Enable=True,Difficulty=1.500000),S180=(Enable=True,Difficulty=1.500000),S270=(Enable=True,Difficulty=1.500000))))",/Script/Engine.BlueprintGeneratedClass'/Game/Item/Rail/Straight/T/Normal/Straight_T_X1_Y1_Z1/BP_Straight_T_X1_Y1_Z1_Rail.BP_Straight_T_X1_Y1_Z1_Rail_C',0
BP_Straight_T_Borderless_X1_Y1_Z1_Rail,None,None,GroundLine_T,None,None,None,/Script/Engine.StaticMesh'/Game/Item/Rail/Straight/F/Normal/Straight_F_X1_Y1_Z1/Proxy/SM_Straight_F_X1_Y1_Z1_Proxy_B.SM_Straight_F_X1_Y1_Z1_Proxy_B',None,None,"((X=0,Y=0,Z=0))","((ExitIndex=0,Location=(X=0,Y=1,Z=0),Rotation=(Pitch=0.000000,Yaw=90.000000,Roll=0.000000),DefaultSpin="""",SpinConfig=(S0=(Enable=True,Difficulty=1.000000),S90=(Enable=True,Difficulty=1.500000),S180=(Enable=True,Difficulty=1.500000),S270=(Enable=True,Difficulty=1.500000))),(ExitIndex=1,Location=(X=0,Y=-1,Z=0),Rotation=(Pitch=0.000000,Yaw=-90.000000,Roll=0.000000),DefaultSpin="""",SpinConfig=(S0=(Enable=True,Difficulty=1.000000),S90=(Enable=True,Difficulty=1.500000),S180=(Enable=True,Difficulty=1.500000),S270=(Enable=True,Difficulty=1.500000))))",/Script/Engine.BlueprintGeneratedClass'/Game/Item/Rail/Straight/T/Borderless/Straight_T_Borderless_X1_Y1_Z1/BP_Straight_T_Borderless_X1_Y1_Z1_Rail.BP_Straight_T_Borderless_X1_Y1_Z1_Rail_C',3
BP_Straight_T_Borderless_F_X1_Y1_Z1_Rail,Side,Side,GroundLine_T,None,None,None,/Script/Engine.StaticMesh'/Game/Item/Rail/Straight/F/Normal/Straight_F_X1_Y1_Z1/Proxy/SM_Straight_F_X1_Y1_Z1_Proxy_B.SM_Straight_F_X1_Y1_Z1_Proxy_B',/Script/Engine.StaticMesh'/Game/Item/Rail/Straight/L90/Normal/Straight_L90_X1_Y1_Z1/Proxy/SM_Straight_L90_X1_Y1_Z1_Proxy_L.SM_Straight_L90_X1_Y1_Z1_Proxy_L',/Script/Engine.StaticMesh'/Game/Item/Rail/Straight/R90/Normal/Straight_R90_X1_Y1_Z1/Proxy/SM_Straight_R90_X1_Y1_Z1_Proxy_R.SM_Straight_R90_X1_Y1_Z1_Proxy_R',"((X=0,Y=0,Z=0))","((ExitIndex=0,Location=(X=0,Y=1,Z=0),Rotation=(Pitch=0.000000,Yaw=90.000000,Roll=0.000000),DefaultSpin="""",SpinConfig=(S0=(Enable=True,Difficulty=1.000000),S90=(Enable=True,Difficulty=1.500000),S180=(Enable=True,Difficulty=1.500000),S270=(Enable=True,Difficulty=1.500000))),(ExitIndex=1,Location=(X=0,Y=-1,Z=0),Rotation=(Pitch=0.000000,Yaw=-90.000000,Roll=0.000000),DefaultSpin="""",SpinConfig=(S0=(Enable=True,Difficulty=1.000000),S90=(Enable=True,Difficulty=1.500000),S180=(Enable=True,Difficulty=1.500000),S270=(Enable=True,Difficulty=1.500000))))",/Script/Engine.BlueprintGeneratedClass'/Game/Item/Rail/Straight/T/Borderless_F/Straight_T_Borderless_F_X1_Y1_Z1/BP_Straight_T_Borderless_F_X1_Y1_Z1_Rail.BP_Straight_T_Borderless_F_X1_Y1_Z1_Rail_C',2
BP_Straight_FL90_X1_Y1_Z1_Rail,Side,Side,GroundLine_FL,None,None,None,/Script/Engine.StaticMesh'/Game/Item/Rail/Straight/F/Normal/Straight_F_X1_Y1_Z1/Proxy/SM_Straight_F_X1_Y1_Z1_Proxy_B.SM_Straight_F_X1_Y1_Z1_Proxy_B',/Script/Engine.StaticMesh'/Game/Item/Rail/Straight/FL90/Normal/Straight_FL90_X1_Y1_Z1/Proxy/SM_Straight_FL90_X1_Y1_Z1_Proxy_L.SM_Straight_FL90_X1_Y1_Z1_Proxy_L',/Script/Engine.StaticMesh'/Game/Item/Rail/Straight/F/Normal/Straight_F_X1_Y1_Z1/Proxy/SM_Straight_F_X1_Y1_Z1_Proxy_R.SM_Straight_F_X1_Y1_Z1_Proxy_R',"((X=0,Y=0,Z=0))","((ExitIndex=0,Location=(X=1,Y=0,Z=0),Rotation=(Pitch=0.000000,Yaw=0.000000,Roll=0.000000),DefaultSpin="""",SpinConfig=(S0=(Enable=True,Difficulty=1.000000),S90=(Enable=True,Difficulty=1.500000),S180=(Enable=True,Difficulty=1.500000),S270=(Enable=True,Difficulty=1.500000))),(ExitIndex=1,Location=(X=0,Y=-1,Z=0),Rotation=(Pitch=0.000000,Yaw=-90.000000,Roll=0.000000),DefaultSpin="""",SpinConfig=(S0=(Enable=True,Difficulty=1.000000),S90=(Enable=True,Difficulty=1.500000),S180=(Enable=True,Difficulty=1.500000),S270=(Enable=True,Difficulty=1.500000))))",/Script/Engine.BlueprintGeneratedClass'/Game/Item/Rail/Straight/FL90/Normal/Straight_FL90_X1_Y1_Z1/BP_Straight_FL90_X1_Y1_Z1_Rail.BP_Straight_FL90_X1_Y1_Z1_Rail_C',0
BP_Straight_FL90_Borderless_O_X1_Y1_Z1_Rail,Side,None,GroundLine_FL,None,None,None,/Script/Engine.StaticMesh'/Game/Item/Rail/Straight/F/Normal/Straight_F_X1_Y1_Z1/Proxy/SM_Straight_F_X1_Y1_Z1_Proxy_B.SM_Straight_F_X1_Y1_Z1_Proxy_B',/Script/Engine.StaticMesh'/Game/Item/Rail/Straight/FL90/Normal/Straight_FL90_X1_Y1_Z1/Proxy/SM_Straight_FL90_X1_Y1_Z1_Proxy_L.SM_Straight_FL90_X1_Y1_Z1_Proxy_L',None,"((X=0,Y=0,Z=0))","((ExitIndex=0,Location=(X=1,Y=0,Z=0),Rotation=(Pitch=0.000000,Yaw=0.000000,Roll=0.000000),DefaultSpin="""",SpinConfig=(S0=(Enable=True,Difficulty=1.000000),S90=(Enable=True,Difficulty=1.500000),S180=(Enable=True,Difficulty=1.500000),S270=(Enable=True,Difficulty=1.500000))),(ExitIndex=1,Location=(X=0,Y=-1,Z=0),Rotation=(Pitch=0.000000,Yaw=-90.000000,Roll=0.000000),DefaultSpin="""",SpinConfig=(S0=(Enable=True,Difficulty=1.000000),S90=(Enable=True,Difficulty=1.500000),S180=(Enable=True,Difficulty=1.500000),S270=(Enable=True,Difficulty=1.500000))))",None,3
BP_Straight_FR90_X1_Y1_Z1_Rail,Side,Side,GroundLine_FR,None,None,None,/Script/Engine.StaticMesh'/Game/Item/Rail/Straight/F/Normal/Straight_F_X1_Y1_Z1/Proxy/SM_Straight_F_X1_Y1_Z1_Proxy_B.SM_Straight_F_X1_Y1_Z1_Proxy_B',/Script/Engine.StaticMesh'/Game/Item/Rail/Straight/F/Normal/Straight_F_X1_Y1_Z1/Proxy/SM_Straight_F_X1_Y1_Z1_Proxy_L.SM_Straight_F_X1_Y1_Z1_Proxy_L',/Script/Engine.StaticMesh'/Game/Item/Rail/Straight/FR90/Normal/Straight_FR90_X1_Y1_Z1/Proxy/SM_Straight_FR90_X1_Y1_Z1_Proxy_R.SM_Straight_FR90_X1_Y1_Z1_Proxy_R',"((X=0,Y=0,Z=0))","((ExitIndex=0,Location=(X=1,Y=0,Z=0),Rotation=(Pitch=0.000000,Yaw=0.000000,Roll=0.000000),DefaultSpin="""",SpinConfig=(S0=(Enable=True,Difficulty=1.000000),S90=(Enable=True,Difficulty=1.500000),S180=(Enable=True,Difficulty=1.500000),S270=(Enable=True,Difficulty=1.500000))),(ExitIndex=1,Location=(X=0,Y=1,Z=0),Rotation=(Pitch=0.000000,Yaw=90.000000,Roll=0.000000),DefaultSpin="""",SpinConfig=(S0=(Enable=True,Difficulty=1.000000),S90=(Enable=True,Difficulty=1.500000),S180=(Enable=True,Difficulty=1.500000),S270=(Enable=True,Difficulty=1.500000))))",/Script/Engine.BlueprintGeneratedClass'/Game/Item/Rail/Straight/FR90/Normal/Straight_FR90_X1_Y1_Z1/BP_Straight_FR90_X1_Y1_Z1_Rail.BP_Straight_FR90_X1_Y1_Z1_Rail_C',0
BP_Straight_FR90_Borderless_O_X1_Y1_Z1_Rail,None,Side,GroundLine_FR,None,None,None,/Script/Engine.StaticMesh'/Game/Item/Rail/Straight/F/Normal/Straight_F_X1_Y1_Z1/Proxy/SM_Straight_F_X1_Y1_Z1_Proxy_B.SM_Straight_F_X1_Y1_Z1_Proxy_B',None,/Script/Engine.StaticMesh'/Game/Item/Rail/Straight/FR90/Normal/Straight_FR90_X1_Y1_Z1/Proxy/SM_Straight_FR90_X1_Y1_Z1_Proxy_R.SM_Straight_FR90_X1_Y1_Z1_Proxy_R',"((X=0,Y=0,Z=0))","((ExitIndex=0,Location=(X=1,Y=0,Z=0),Rotation=(Pitch=0.000000,Yaw=0.000000,Roll=0.000000),DefaultSpin="""",SpinConfig=(S0=(Enable=True,Difficulty=1.000000),S90=(Enable=True,Difficulty=1.500000),S180=(Enable=True,Difficulty=1.500000),S270=(Enable=True,Difficulty=1.500000))),(ExitIndex=1,Location=(X=0,Y=1,Z=0),Rotation=(Pitch=0.000000,Yaw=90.000000,Roll=0.000000),DefaultSpin="""",SpinConfig=(S0=(Enable=True,Difficulty=1.000000),S90=(Enable=True,Difficulty=1.500000),S180=(Enable=True,Difficulty=1.500000),S270=(Enable=True,Difficulty=1.500000))))",/Script/Engine.BlueprintGeneratedClass'/Game/Item/Rail/Straight/FR90/Borderless_O/Straight_FR90_Borderless_O_X1_Y1_Z1/BP_Straight_FR90_Borderless_O_X1_Y1_Z1_Rail.BP_Straight_FR90_Borderless_O_X1_Y1_Z1_Rail_C',3
BP_Straight_U90_X1_Y1_Z1_Rail,Side,Side,GroundLine,None,None,None,/Script/Engine.StaticMesh'/Game/Item/Rail/Straight/U90/Normal/Straight_U90_X1_Y1_Z1/Proxy/SM_Straight_U90_X1_Y1_Z1_Proxy_B.SM_Straight_U90_X1_Y1_Z1_Proxy_B',/Script/Engine.StaticMesh'/Game/Item/Rail/Straight/U90/Normal/Straight_U90_X1_Y1_Z1/Proxy/SM_Straight_U90_X1_Y1_Z1_Proxy_L.SM_Straight_U90_X1_Y1_Z1_Proxy_L',/Script/Engine.StaticMesh'/Game/Item/Rail/Straight/U90/Normal/Straight_U90_X1_Y1_Z1/Proxy/SM_Straight_U90_X1_Y1_Z1_Proxy_R.SM_Straight_U90_X1_Y1_Z1_Proxy_R',"((X=0,Y=0,Z=0))","((ExitIndex=0,Location=(X=0,Y=0,Z=1),Rotation=(Pitch=90.000000,Yaw=0.000000,Roll=0.000000),DefaultSpin="""",SpinConfig=(S0=(Enable=True,Difficulty=1.000000),S90=(Enable=True,Difficulty=1.500000),S180=(Enable=True,Difficulty=1.500000),S270=(Enable=True,Difficulty=1.500000))))",/Script/Engine.BlueprintGeneratedClass'/Game/Item/Rail/Straight/U90/Normal/Straight_U90_X1_Y1_Z1/BP_Straight_U90_X1_Y1_Z1_Rail.BP_Straight_U90_X1_Y1_Z1_Rail_C',0.5
BP_Straight_U90_Borderless_X1_Y1_Z1_Rail,None,None,GroundLine,None,None,None,/Script/Engine.StaticMesh'/Game/Item/Rail/Straight/U90/Normal/Straight_U90_X1_Y1_Z1/Proxy/SM_Straight_U90_X1_Y1_Z1_Proxy_B.SM_Straight_U90_X1_Y1_Z1_Proxy_B',None,None,"((X=0,Y=0,Z=0))","((ExitIndex=0,Location=(X=0,Y=0,Z=1),Rotation=(Pitch=90.000000,Yaw=0.000000,Roll=0.000000),DefaultSpin="""",SpinConfig=(S0=(Enable=True,Difficulty=1.000000),S90=(Enable=True,Difficulty=1.500000),S180=(Enable=True,Difficulty=1.500000),S270=(Enable=True,Difficulty=1.500000))))",/Script/Engine.BlueprintGeneratedClass'/Game/Item/Rail/Straight/U90/Borderless/Straight_U90_Borderless_X1_Y1_Z1/BP_Straight_U90_Borderless_X1_Y1_Z1_Rail.BP_Straight_U90_Borderless_X1_Y1_Z1_Rail_C',3.5
BP_Straight_U90_Borderless_Caved_X1_Y1_Z1_Rail,None,None,GroundLine_Caved,None,/Script/Engine.StaticMesh'/Game/Item/Rail/Straight/U90/Borderless_Caved/Straight_U90_Borderless_Caved_X1_Y1_Z1/Proxy/SM_Straight_U90_Borderless_Caved_X1_Y1_Z1_Proxy_BR.SM_Straight_U90_Borderless_Caved_X1_Y1_Z1_Proxy_BR',/Script/Engine.StaticMesh'/Game/Item/Rail/Straight/U90/Borderless_Caved/Straight_U90_Borderless_Caved_X1_Y1_Z1/Proxy/SM_Straight_U90_Borderless_Caved_X1_Y1_Z1_Proxy_BL.SM_Straight_U90_Borderless_Caved_X1_Y1_Z1_Proxy_BL',None,None,None,"((X=0,Y=0,Z=0))","((ExitIndex=0,Location=(X=0,Y=0,Z=1),Rotation=(Pitch=90.000000,Yaw=0.000000,Roll=0.000000),DefaultSpin="""",SpinConfig=(S0=(Enable=True,Difficulty=1.000000),S90=(Enable=True,Difficulty=2.000000),S180=(Enable=True,Difficulty=2.000000),S270=(Enable=True,Difficulty=2.000000))))",/Script/Engine.BlueprintGeneratedClass'/Game/Item/Rail/Straight/U90/Borderless_Caved/Straight_U90_Borderless_Caved_X1_Y1_Z1/BP_Straight_U90_Borderless_Caved_X1_Y1_Z1_Rail.BP_Straight_U90_Borderless_Caved_X1_Y1_Z1_Rail_C',1.5
BP_Straight_U90_Borderless_L_X1_Y1_Z1_Rail,None,Side,GroundLine,None,None,None,/Script/Engine.StaticMesh'/Game/Item/Rail/Straight/U90/Normal/Straight_U90_X1_Y1_Z1/Proxy/SM_Straight_U90_X1_Y1_Z1_Proxy_B.SM_Straight_U90_X1_Y1_Z1_Proxy_B',None,/Script/Engine.StaticMesh'/Game/Item/Rail/Straight/U90/Normal/Straight_U90_X1_Y1_Z1/Proxy/SM_Straight_U90_X1_Y1_Z1_Proxy_R.SM_Straight_U90_X1_Y1_Z1_Proxy_R',"((X=0,Y=0,Z=0))","((ExitIndex=0,Location=(X=0,Y=0,Z=1),Rotation=(Pitch=90.000000,Yaw=0.000000,Roll=0.000000),DefaultSpin="""",SpinConfig=(S0=(Enable=True,Difficulty=1.000000),S90=(Enable=True,Difficulty=1.500000),S180=(Enable=True,Difficulty=1.500000),S270=(Enable=True,Difficulty=1.500000))))",/Script/Engine.BlueprintGeneratedClass'/Game/Item/Rail/Straight/U90/Borderless_L/Straight_U90_Borderless_L_X1_Y1_Z1/BP_Straight_U90_Borderless_L_X1_Y1_Z1_Rail.BP_Straight_U90_Borderless_L_X1_Y1_Z1_Rail_C',1.5
BP_Straight_U90_Borderless_L_Caved_X1_Y1_Z1_Rail,None,Side,GroundLine_Caved,None,/Script/Engine.StaticMesh'/Game/Item/Rail/Straight/U90/Borderless_Caved/Straight_U90_Borderless_Caved_X1_Y1_Z1/Proxy/SM_Straight_U90_Borderless_Caved_X1_Y1_Z1_Proxy_BR.SM_Straight_U90_Borderless_Caved_X1_Y1_Z1_Proxy_BR',/Script/Engine.StaticMesh'/Game/Item/Rail/Straight/U90/Borderless_Caved/Straight_U90_Borderless_Caved_X1_Y1_Z1/Proxy/SM_Straight_U90_Borderless_Caved_X1_Y1_Z1_Proxy_BL.SM_Straight_U90_Borderless_Caved_X1_Y1_Z1_Proxy_BL',None,None,/Script/Engine.StaticMesh'/Game/Item/Rail/Straight/U90/Normal/Straight_U90_X1_Y1_Z1/Proxy/SM_Straight_U90_X1_Y1_Z1_Proxy_R.SM_Straight_U90_X1_Y1_Z1_Proxy_R',"((X=0,Y=0,Z=0))","((ExitIndex=0,Location=(X=0,Y=0,Z=1),Rotation=(Pitch=90.000000,Yaw=0.000000,Roll=0.000000),DefaultSpin="""",SpinConfig=(S0=(Enable=True,Difficulty=1.000000),S90=(Enable=True,Difficulty=2.000000),S180=(Enable=True,Difficulty=2.000000),S270=(Enable=True,Difficulty=1.500000))))",/Script/Engine.BlueprintGeneratedClass'/Game/Item/Rail/Straight/U90/Borderless_L_Caved/Straight_U90_Borderless_L_Caved_X1_Y1_Z1/BP_Straight_U90_Borderless_L_Caved_X1_Y1_Z1_Rail.BP_Straight_U90_Borderless_L_Caved_X1_Y1_Z1_Rail_C',-0.5
BP_Straight_U90_Borderless_R_X1_Y1_Z1_Rail,Side,None,GroundLine,None,None,None,/Script/Engine.StaticMesh'/Game/Item/Rail/Straight/U90/Normal/Straight_U90_X1_Y1_Z1/Proxy/SM_Straight_U90_X1_Y1_Z1_Proxy_B.SM_Straight_U90_X1_Y1_Z1_Proxy_B',/Script/Engine.StaticMesh'/Game/Item/Rail/Straight/U90/Normal/Straight_U90_X1_Y1_Z1/Proxy/SM_Straight_U90_X1_Y1_Z1_Proxy_L.SM_Straight_U90_X1_Y1_Z1_Proxy_L',None,"((X=0,Y=0,Z=0))","((ExitIndex=0,Location=(X=0,Y=0,Z=1),Rotation=(Pitch=90.000000,Yaw=0.000000,Roll=0.000000),DefaultSpin="""",SpinConfig=(S0=(Enable=True,Difficulty=1.000000),S90=(Enable=True,Difficulty=1.500000),S180=(Enable=True,Difficulty=1.500000),S270=(Enable=True,Difficulty=1.500000))))",/Script/Engine.BlueprintGeneratedClass'/Game/Item/Rail/Straight/U90/Borderless_R/Straight_U90_Borderless_R_X1_Y1_Z1/BP_Straight_U90_Borderless_R_X1_Y1_Z1_Rail.BP_Straight_U90_Borderless_R_X1_Y1_Z1_Rail_C',1.5
BP_Straight_U90_Borderless_R_Caved_X1_Y1_Z1_Rail,Side,None,GroundLine_Caved,None,/Script/Engine.StaticMesh'/Game/Item/Rail/Straight/U90/Borderless_Caved/Straight_U90_Borderless_Caved_X1_Y1_Z1/Proxy/SM_Straight_U90_Borderless_Caved_X1_Y1_Z1_Proxy_BR.SM_Straight_U90_Borderless_Caved_X1_Y1_Z1_Proxy_BR',/Script/Engine.StaticMesh'/Game/Item/Rail/Straight/U90/Borderless_Caved/Straight_U90_Borderless_Caved_X1_Y1_Z1/Proxy/SM_Straight_U90_Borderless_Caved_X1_Y1_Z1_Proxy_BL.SM_Straight_U90_Borderless_Caved_X1_Y1_Z1_Proxy_BL',None,/Script/Engine.StaticMesh'/Game/Item/Rail/Straight/U90/Normal/Straight_U90_X1_Y1_Z1/Proxy/SM_Straight_U90_X1_Y1_Z1_Proxy_L.SM_Straight_U90_X1_Y1_Z1_Proxy_L',None,"((X=0,Y=0,Z=0))","((ExitIndex=0,Location=(X=0,Y=0,Z=1),Rotation=(Pitch=90.000000,Yaw=0.000000,Roll=0.000000),DefaultSpin="""",SpinConfig=(S0=(Enable=True,Difficulty=1.000000),S90=(Enable=True,Difficulty=1.500000),S180=(Enable=True,Difficulty=1.500000),S270=(Enable=True,Difficulty=2.000000))))",/Script/Engine.BlueprintGeneratedClass'/Game/Item/Rail/Straight/U90/Borderless_R_Caved/Straight_U90_Borderless_R_Caved_X1_Y1_Z1/BP_Straight_U90_Borderless_R_Caved_X1_Y1_Z1_Rail.BP_Straight_U90_Borderless_R_Caved_X1_Y1_Z1_Rail_C',-0.5
BP_Curve_L90_X1_Y1_Z1_Rail,Side,Side,GroundLine,None,None,None,/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/L90/Normal/Curve_L90_X1_Y1_Z1/Proxy/SM_Curve_L90_X1_Y1_Z1_Proxy_B.SM_Curve_L90_X1_Y1_Z1_Proxy_B',/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/L90/Normal/Curve_L90_X1_Y1_Z1/Proxy/SM_Curve_L90_X1_Y1_Z1_Proxy_L.SM_Curve_L90_X1_Y1_Z1_Proxy_L',/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/L90/Normal/Curve_L90_X1_Y1_Z1/Proxy/SM_Curve_L90_X1_Y1_Z1_Proxy_R.SM_Curve_L90_X1_Y1_Z1_Proxy_R',"((X=0,Y=0,Z=0))","((ExitIndex=0,Location=(X=0,Y=-1,Z=0),Rotation=(Pitch=0.000000,Yaw=-90.000000,Roll=0.000000),DefaultSpin="""",SpinConfig=(S0=(Enable=True,Difficulty=1.000000),S90=(Enable=True,Difficulty=1.500000),S180=(Enable=True,Difficulty=1.500000),S270=(Enable=True,Difficulty=1.500000))))",/Script/Engine.BlueprintGeneratedClass'/Game/Item/Rail/Curve/L90/Normal/Curve_L90_X1_Y1_Z1/BP_Curve_L90_X1_Y1_Z1_Rail.BP_Curve_L90_X1_Y1_Z1_Rail_C',0.5
BP_Curve_L90_X2_Y2_Z1_Rail,Side,Side,GroundLine,None,None,None,/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/L90/Normal/Curve_L90_X2_Y2_Z1/Proxy/SM_Curve_L90_X2_Y2_Z1_Proxy_B.SM_Curve_L90_X2_Y2_Z1_Proxy_B',/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/L90/Normal/Curve_L90_X2_Y2_Z1/Proxy/SM_Curve_L90_X2_Y2_Z1_Proxy_L.SM_Curve_L90_X2_Y2_Z1_Proxy_L',/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/L90/Normal/Curve_L90_X2_Y2_Z1/Proxy/SM_Curve_L90_X2_Y2_Z1_Proxy_R.SM_Curve_L90_X2_Y2_Z1_Proxy_R',"((X=0,Y=0,Z=0))","((ExitIndex=0,Location=(X=1,Y=-2,Z=0),Rotation=(Pitch=0.000000,Yaw=-90.000000,Roll=0.000000),DefaultSpin="""",SpinConfig=(S0=(Enable=True,Difficulty=1.000000),S90=(Enable=True,Difficulty=1.500000),S180=(Enable=True,Difficulty=1.500000),S270=(Enable=True,Difficulty=1.500000))))",/Script/Engine.BlueprintGeneratedClass'/Game/Item/Rail/Curve/L90/Normal/Curve_L90_X2_Y2_Z1/BP_Curve_L90_X2_Y2_Z1_Rail.BP_Curve_L90_X2_Y2_Z1_Rail_C',0.65
BP_Curve_L90_X3_Y3_Z1_Rail,Side,Side,GroundLine,None,None,None,/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/L90/Normal/Curve_L90_X3_Y3_Z1/Proxy/SM_Curve_L90_X3_Y3_Z1_Proxy_B.SM_Curve_L90_X3_Y3_Z1_Proxy_B',/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/L90/Normal/Curve_L90_X3_Y3_Z1/Proxy/SM_Curve_L90_X3_Y3_Z1_Proxy_L.SM_Curve_L90_X3_Y3_Z1_Proxy_L',/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/L90/Normal/Curve_L90_X3_Y3_Z1/Proxy/SM_Curve_L90_X3_Y3_Z1_Proxy_R.SM_Curve_L90_X3_Y3_Z1_Proxy_R',"((X=0,Y=0,Z=0))","((ExitIndex=0,Location=(X=2,Y=-3,Z=0),Rotation=(Pitch=0.000000,Yaw=-90.000000,Roll=0.000000),DefaultSpin="""",SpinConfig=(S0=(Enable=True,Difficulty=1.000000),S90=(Enable=True,Difficulty=1.500000),S180=(Enable=True,Difficulty=1.500000),S270=(Enable=True,Difficulty=1.500000))))",/Script/Engine.BlueprintGeneratedClass'/Game/Item/Rail/Curve/L90/Normal/Curve_L90_X3_Y3_Z1/BP_Curve_L90_X3_Y3_Z1_Rail.BP_Curve_L90_X3_Y3_Z1_Rail_C',0.9
